ConfirmedDate,LabNo,ALSC,Station,DepthMeters,SampleDate,Time,SO4,NO3,CI,F,ANC,DIC,DOC,SIO2,CA2+,MG2+,Na+,K+,NH4+,AL_TD,AL_TM,AL_OM,AL_IM,LABPH,AIREQPH,TRUCOLOR,SCONDUCT,TOTAL_PHOS,CHLOROPHYLL
2010.01.01,10L0056,020233,92,0,2010.01.11,1227,4.960,1.459,0.378,0.022,171.770,2.992,4.331,9.861,3.942,0.806,0.970,0.194,0.058,111,58,54,3,6.739,7.360,40,36.10,3.23,0.48
2010.01.01,10L0057,020233,93,0,2010.01.11,1229,4.948,1.531,0.385,0.025,169.574,2.984,4.279,9.988,3.980,0.803,0.971,0.195,0.061,116,57,53,3,6.737,7.390,40,36.10,2.89,0.59
2010.02.01,10L0130,020233,1,0,2010.02.08,1210,5.054,2.577,0.409,0.015,137.970,2.604,4.689,10.210,3.921,0.745,0.908,0.190,0.061,128,60,54,7,6.560,7.310,25,35.38,4.97,0.45
2010.03.01,10L0187,020233,1,0,2010.03.01,1430,5.191,1.709,0.409,0.022,182.774,3.324,3.959,10.323,4.278,0.912,0.971,0.221,0.057,87,56,51,5,6.638,7.380,25,37.35,3.23,0.40
2010.04.01,10L0344,020233,1,0,2010.04.05,1332,3.220,2.017,0.253,0.020,55.422,1.133,7.049,6.490,2.447,0.412,0.527,0.146,0.009,272,130,118,12,6.150,6.620,25,21.55,4.55,0.36
2010.05.01,10L0454,020233,1,0,2010.05.03,1320,3.868,1.599,0.233,0.014,67.288,1.116,5.129,6.929,2.734,0.446,0.630,0.111,0.005,184,71,68,3,6.572,6.870,30,23.41,3.78,1.41
2010.06.01,10L0586,020233,1,0,2010.06.09,1135,3.789,0.756,0.249,0.021,109.076,1.667,5.762,6.684,3.147,0.505,0.699,0.134,0.019,134,57,53,4,6.668,7.220,40,25.37,6.01,2.23
2010.07.01,10L0668,020233,1,0,2010.07.01,1428,3.622,0.518,0.213,0.019,115.458,1.781,5.151,7.136,3.367,0.501,0.706,0.113,0.003,135,57,46,11,6.792,7.200,35,25.76,4.07,2.30
2010.08.01,10L0814,020233,1,0,2010.08.02,1145,3.469,0.204,0.229,0.026,143.752,2.265,5.935,7.467,3.521,0.584,0.811,0.145,-0.001,104,49,43,6,6.885,7.330,40,28.03,9.44,3.15
2010.09.01,10L1207,020233,91,0,2010.09.08,1120,3.592,0.566,0.256,0.023,119.416,1.815,6.771,7.412,3.358,0.555,0.799,0.160,0.000,141,64,57,7,6.816,7.370,45,26.33,6.84,2.51
2010.09.01,10L1208,020233,92,0,2010.09.08,1122,3.603,0.580,0.251,0.021,131.854,1.786,6.843,7.379,3.372,0.553,0.795,0.159,-0.001,145,59,53,6,6.839,7.390,45,26.72,6.84,2.36
2010.09.01,10L1209,020233,93,0,2010.09.08,1124,3.577,0.556,0.250,0.024,127.942,1.785,6.668,7.137,3.375,0.548,0.791,0.158,-0.001,141,59,53,6,6.853,7.200,45,26.91,6.73,2.55
2010.10.01,10L1368,020233,1,0,2010.10.19,1335,3.850,0.682,0.295,0.019,100.908,1.703,7.296,9.486,2.851,0.474,0.712,0.137,0.034,198,94,95,0,6.460,7.010,60,24.78,4.37,0.87
2010.11.01,10L1386,020233,1,0,2010.11.02,0810,4.157,0.804,0.300,0.018,102.082,1.616,6.423,9.650,2.917,0.510,0.765,0.143,0.027,146,74,69,5,6.517,7.260,50,25.90,6.24,0.68
2010.12.01,10L1472,020233,1,0,2010.12.01,0900,4.461,1.476,0.286,0.011,97.692,1.650,4.657,10.190,2.904,0.522,0.823,0.116,0.013,149,71,64,7,6.617,7.110,30,26.84,2.94,1.46
2011.01.01,11L0046,020233,91,0,2011.01.10,1356,4.524,1.968,0.307,0.021,121.742,2.019,4.179,9.705,3.213,0.624,0.888,0.151,0.042,129,59,51,8,6.706,7.240,25,30.58,3.99,0.34
2011.01.01,11L0047,020233,92,0,2011.01.10,1358,4.520,1.964,0.320,0.021,118.992,2.015,4.148,9.948,3.242,0.624,0.896,0.147,0.039,128,62,52,10,6.695,7.260,25,30.78,3.86,
2011.01.01,11L0048,020233,93,0,2011.01.10,1400,4.525,1.969,0.309,0.021,122.774,2.010,4.170,9.758,3.236,0.629,0.891,0.147,0.041,124,59,54,6,6.715,7.220,25,30.58,3.81,
2011.02.01,11L0118,020233,1,0,2011.02.07,1350,4.743,1.504,0.364,0.022,149.370,2.743,3.785,10.112,3.813,0.749,0.864,0.192,0.045,110,54,50,3,6.678,7.240,25,33.87,5.57,0.43
2011.03.01,11L0226,020233,1,0,2011.03.08,1530,4.664,2.148,0.378,0.021,163.452,2.906,3.753,9.003,3.940,0.777,0.978,0.196,0.076,97,51,47,4,6.660,7.380,25,35.31,12.61,0.22
2011.04.01,11L0335,020233,91,0,2011.04.04,1425,4.353,2.040,0.343,0.022,129.578,2.533,3.960,8.368,3.396,0.680,0.857,0.189,0.049,112,55,51,4,6.526,7.250,30,31.67,5.68,0.42
2011.04.01,11L0336,020233,92,0,2011.04.04,1427,4.348,2.044,0.337,0.021,129.788,2.512,4.058,8.292,3.398,0.673,0.854,0.184,0.050,110,52,48,4,6.573,7.220,30,31.67,7.40,0.29
2011.04.01,11L0337,020233,93,0,2011.04.04,1429,4.349,2.045,0.337,0.022,128.538,2.518,4.040,8.318,3.424,0.681,0.852,0.187,0.049,103,53,48,5,6.586,7.150,30,31.57,7.21,0.28
2011.05.01,11L0714,020233,1,0,2011.05.02,1342,2.737,1.259,0.198,0.021,49.542,0.996,6.298,5.136,2.069,0.331,0.572,0.141,0.009,274,144,141,3,6.182,6.560,45,18.29,5.59,0.61
2011.06.01,11L0870,020233,1,0,2011.06.06,1340,3.212,0.557,0.198,0.023,87.858,1.305,7.419,6.536,2.723,0.441,0.612,0.166,0.004,204,89,82,7,6.597,7.010,50,21.91,9.91,2.37
2011.07.01,11L0955,020233,1,0,2011.07.06,1245,3.326,0.393,0.206,0.027,120.546,1.860,5.889,7.213,3.050,0.500,0.707,0.159,0.015,144,59,52,7,6.788,7.190,45,25.12,5.66,4.19
2011.08.01,11L1078,020233,1,0,2011.08.01,1105,3.262,0.249,0.256,0.027,161.934,2.008,6.064,6.117,3.622,0.627,0.818,0.198,0.015,94,46,43,3,7.138,7.380,40,28.55,0.27,3.00
2011.09.01,11L1233,020233,91,0,2011.09.06,1030,3.141,0.692,0.181,0.025,104.626,1.738,8.607,8.008,3.119,0.489,0.644,0.175,0.023,225,118,101,17,6.485,7.050,60,23.54,6.28,3.91
2011.09.01,11L1234,020233,92,0,2011.09.06,1032,3.140,0.698,0.201,0.024,106.588,1.712,8.675,8.037,3.137,0.488,0.634,0.176,0.017,212,114,95,18,6.514,7.030,60,23.45,6.48,4.52
2011.09.01,11L1235,020233,93,0,2011.09.06,1034,3.131,0.690,0.197,0.025,108.012,1.736,8.684,7.608,3.153,0.492,0.640,0.179,0.021,214,101,93,8,6.515,7.050,60,23.45,6.25,3.00
2011.10.01,11L1328,020233,91,0,2011.10.03,0930,3.302,0.756,0.250,0.022,107.170,1.893,8.093,7.975,2.970,0.508,0.728,0.178,0.016,180,109,98,12,6.472,7.020,60,24.77,4.29,2.35
2011.10.01,11L1329,020233,92,0,2011.10.03,0932,3.315,0.766,0.238,0.023,109.180,1.897,7.876,8.367,2.919,0.507,0.724,0.178,0.009,186,103,90,12,6.504,7.040,60,24.67,4.41,2.28
2011.10.01,11L1330,020233,93,0,2011.10.03,0935,3.283,0.775,0.246,0.023,110.912,1.896,8.042,8.114,2.979,0.509,0.728,0.176,0.024,185,96,83,13,6.521,7.060,60,24.58,4.41,1.91
2011.11.01,11L1656,020233,1,0,2011.11.03,1310,3.596,0.957,0.310,0.027,111.436,1.726,6.125,9.538,2.749,0.498,0.760,0.146,0.031,184,74,81,0,6.630,7.050,40,25.41,4.24,0.66
2011.12.01,11L1742,020233,1,0,2011.12.01,1240,3.755,1.627,0.303,0.021,108.232,1.706,5.179,9.190,3.030,0.542,0.805,0.146,0.030,152,69,58,11,6.766,7.110,35,26.60,3.82,0.39
2012.01.01,12L0021,020233,1,0,2012.01.05,1355,4.599,1.954,0.348,0.025,144.786,2.272,4.357,9.980,3.444,0.726,0.945,0.197,0.025,98,57,54,4,6.742,7.340,25,31.82,4.05,0.26
2012.02.01,12L0125,020233,1,0,2012.02.06,1317,4.501,2.462,0.350,0.025,129.332,2.385,3.424,9.296,3.493,0.711,0.908,0.186,0.055,99,56,57,0,6.762,7.330,25,31.91,3.66,0.56
2012.03.01,12L0200,020233,1,0,2012.03.05,1500,4.899,1.914,0.363,0.025,171.636,3.020,2.881,9.543,3.861,0.810,1.029,0.205,0.043,68,51,45,6,6.740,7.420,20,36.90,3.97,0.47
2012.04.01,12L0318,020233,1,0,2012.04.02,1000,3.423,2.896,0.360,0.022,92.280,1.682,4.066,7.416,2.842,0.508,0.725,0.157,0.028,124,68,49,18,6.522,6.960,30,26.77,4.71,1.11
2012.05.01,12L0478,020233,1,0,2012.05.07,1000,3.204,2.755,0.266,0.025,74.328,1.205,5.386,6.796,2.965,0.451,0.647,0.136,0.025,209,105,87,18,6.491,6.780,35,24.10,2.88,0.89
2012.06.01,12L0579,020233,1,0,2012.06.11,1135,3.352,1.243,0.231,0.026,105.748,1.639,5.516,6.959,3.102,0.507,0.797,0.137,0.013,120,68,60,7,6.767,7.130,35,25.62,1.64,1.21
2012.07.01,12L0655,020233,1,0,2012.07.02,1310,3.410,0.934,0.250,0.029,128.514,1.864,5.551,6.446,3.497,0.555,0.842,0.174,0.015,102,55,53,2,6.941,7.350,40,26.54,5.56,1.96
2012.08.01,12L0798,020233,1,0,2012.08.02,1215,3.260,0.481,0.273,0.030,159.820,2.281,5.666,5.709,3.779,0.626,0.878,0.168,0.021,69,51,45,6,7.078,7.410,35,29.66,5.48,2.56
2012.09.01,12L0971,020233,91,0,2012.09.10,1150,3.748,0.874,0.321,0.024,150.072,2.248,5.759,6.982,3.965,0.622,0.896,0.207,0.016,108,49,40,9,6.859,7.330,35,30.53,4.51,2.91
2012.09.01,12L0972,020233,92,0,2012.09.10,1152,3.798,0.884,0.320,0.024,153.028,2.245,5.924,6.966,4.023,0.623,0.901,0.204,0.020,109,43,37,6,6.897,7.330,35,30.13,4.68,2.81
2012.09.01,12L0973,020233,93,0,2012.09.10,1154,3.808,0.883,0.329,0.024,151.974,2.262,5.788,6.937,3.915,0.621,0.891,0.198,0.021,104,50,38,11,6.932,7.330,35,30.33,4.73,3.17
2012.10.01,12L1053,020233,1,0,2012.10.02,1437,3.780,1.134,0.324,0.023,141.562,2.377,5.052,7.586,3.590,0.568,0.842,0.174,0.033,106,46,43,3,6.779,7.270,35,30.00,4.48,1.23
2012.11.01,12L1179,020233,1,0,2012.11.13,1455,3.768,1.197,0.345,0.021,106.130,1.712,6.263,8.696,3.087,0.515,0.760,0.138,0.016,172,57,48,8,6.698,7.140,35,26.71,4.39,0.66
2012.12.01,12L1233,020233,91,0,2012.12.05,1330,3.937,1.333,0.340,0.026,124.296,2.079,4.904,9.471,3.246,0.555,0.804,0.146,0.026,135,60,51,10,6.662,7.250,30,28.40,3.42,0.62
2012.12.01,12L1234,020233,92,0,2012.12.05,1332,3.944,1.336,0.342,0.026,123.932,2.095,4.923,9.616,3.083,0.482,0.821,0.144,0.025,140,57,46,11,6.676,7.220,30,28.50,3.33,
2012.12.01,12L1235,020233,93,0,2012.12.05,1334,3.936,1.337,0.339,0.026,121.720,2.095,4.939,9.332,3.307,0.563,0.817,0.146,0.014,134,59,49,10,6.678,7.240,30,28.30,3.43,
2013.01.01,13L0074,020233,1,0.00,2013.01.17,1500,3.708,3.171,0.304,0.027,79.810,1.661,5.156,8.581,3.125,0.492,0.751,0.119,0.006,202,87,80,7,6.529,7.000,35,27.29,4.21,0.19
2013.02.01,13L0143,020233,1,0.00,2013.02.14,1405,4.541,2.459,0.383,0.028,134.672,2.533,3.997,8.979,3.442,0.703,0.914,0.192,0.011,119,50,48,2,6.596,7.260,25,32.19,3.15,0.26
2013.03.01,13L0175,020233,1,0.00,2013.03.04,1405,4.525,2.322,0.368,0.026,145.762,2.837,3.686,8.803,3.746,0.708,0.928,0.185,0.025,112,54,52,2,6.614,7.430,25,33.53,21.57,0.72
2013.04.01,13L0297,020233,1,0.00,2013.04.01,1350,4.495,2.321,0.405,0.029,158.904,3.146,3.420,9.298,3.883,0.768,0.931,0.190,0.057,94,48,43,5,6.702,7.300,15,35.50,4.54,0.52
2013.05.01,13L0476,020233,1,0.00,2013.05.06,1445,3.155,1.875,0.290,0.020,76.550,1.459,4.425,6.945,2.497,0.425,0.670,0.133,0.004,154,64,52,13,6.585,6.990,20,23.19,3.69,0.92
2013.06.01,13L0525,020233,91,0.00,2013.06.03,1215,3.180,1.035,0.242,0.022,87.000,1.418,6.609,7.167,2.786,0.436,0.677,0.128,0.013,191,90,68,22,6.504,6.990,35,22.44,6.66,1.45
2013.06.01,13L0526,020233,92,0.00,2013.06.03,1217,3.183,1.028,0.244,0.020,93.690,1.415,6.549,7.087,2.798,0.439,0.678,0.125,0.013,193,80,66,14,6.530,6.880,35,22.34,7.84,1.92
2013.06.01,13L0527,020233,93,0.00,2013.06.03,1219,3.188,1.047,0.251,0.023,89.682,1.419,6.469,7.095,2.784,0.440,0.667,0.125,0.014,196,78,71,7,6.419,6.980,35,22.44,6.50,1.78
2013.07.01,13L0649,020233,1,0.00,2013.07.02,1139,2.698,0.418,0.169,0.023,99.138,1.718,9.016,6.875,2.673,0.449,0.597,0.143,0.011,262,121,99,22,6.404,6.920,60,21.72,1.32,1.10
2013.08.01,13L0787,020233,91,0.00,2013.08.06,1228,2.865,0.377,0.228,0.025,151.520,2.042,6.499,7.287,3.392,0.545,0.827,0.157,-0.001,119,50,53,0,6.984,7.430,35,27.01,6.33,1.17
2013.08.01,13L0788,020233,92,0.00,2013.08.06,1232,2.857,0.375,0.226,0.024,144.870,2.047,6.506,7.102,3.441,0.546,0.819,0.162,-0.007,120,51,47,3,7.025,7.380,35,26.81,5.49,2.10
2013.08.01,13L0789,020233,93,0.00,2013.08.06,1236,2.867,0.373,0.228,0.024,147.534,2.052,6.524,7.241,3.457,0.548,0.855,0.169,0.000,107,51,48,3,7.057,7.370,35,26.81,5.73,1.73
2013.09.01,13L0892,020233,1,0.00,2013.09.03,1125,2.831,0.270,0.236,0.020,175.964,2.656,5.694,7.031,3.544,0.656,0.937,0.180,0.007,64,46,43,3,6.903,7.310,35,29.63,8.19,2.95
2013.10.01,13L1073,020233,1,0.00,2013.10.17,1515,3.287,0.638,0.341,0.024,158.554,2.367,5.395,7.993,3.397,0.611,0.878,0.160,0.018,98,42,45,0,6.927,7.420,30,29.64,5.06,2.35
2013.11.01,13L1160,020233,91,0.00,2013.11.13,1345,3.380,1.129,0.368,0.023,133.676,2.156,4.978,7.945,3.204,0.591,0.864,0.163,0.047,105,53,48,5,6.858,7.280,35,28.84,3.93,1.06
2013.11.01,13L1161,020233,92,0.00,2013.11.13,1347,3.343,1.131,0.364,0.022,134.094,2.148,4.973,8.089,3.158,0.590,0.852,0.164,0.053,106,51,45,5,6.899,7.200,35,28.74,4.82,1.29
2013.11.01,13L1162,020233,93,0.00,2013.11.13,1349,3.270,1.133,0.370,0.022,140.994,2.165,4.995,7.849,3.159,0.590,0.881,0.160,0.048,104,49,45,3,6.899,7.270,35,28.94,4.67,1.18
2013.12.01,13L1227,020233,1,0.00,2013.12.09,1440,4.110,2.154,0.349,0.021,130.556,2.341,4.454,8.287,3.430,0.698,0.934,0.173,0.033,115,59,58,1,6.738,7.250,25,31.11,3.94,0.67
2014.07.01,14L0420,020233,1,0.00,2014.07.02,1155,2.745,1.726,0.250,0.023,103.566,1.516,7.349,7.001,2.946,0.504,0.723,0.163,0.031,183,98,88,10,6.647,7.070,50,24.33,,
2015.07.01,15L0515,020233,91,0.00,2015.07.06,0920,2.755,0.398,0.203,0.023,100.082,1.572,7.794,7.585,2.703,0.455,0.726,0.103,0.005,230,103,91,12,6.598,7.170,50,21.85,,
2015.07.01,15L0516,020233,92,0.00,2015.07.06,0922,2.705,0.388,0.197,0.021,106.026,1.568,7.725,7.689,2.708,0.454,0.728,0.101,0.004,259,101,87,13,6.601,7.160,50,21.95,,
2015.07.01,15L0517,020233,93,0.00,2015.07.06,0924,2.702,0.378,0.200,0.021,104.208,1.561,7.617,7.692,2.715,0.457,0.724,0.105,0.009,240,98,88,10,6.606,7.160,50,22.04,,
2016.07.01,16L0490,020233,1,0.00,2016.07.11,0918,3.042,0.882,0.321,0.025,160.824,2.245,5.157,6.425,3.430,0.595,0.931,0.190,0.004,63,42,36,6,6.988,7.460,30,28.36,2.28,2.04
2017.07.01,17L0494,020233,1,0,2017.07.05,1220,2.522,0.479,0.184,0.016,98.086,1.584,8.903,6.912,2.856,0.453,0.728,0.112,0.016,271,94,87,8,6.56,7.020,60,21.92,1.29,0.59
1992.06.01,92X0004,020264,1,0,1992.06.08,1110,4.240,0.460,0.290,0.019,,0.600,5.414,1.700,2.130,0.270,0.550,0.140,-0.022,38,,,,6.393,,10,19.37,,
1992.07.01,92X0096,020264,1,0,1992.07.06,1115,4.460,0.243,0.280,0.019,53.100,0.840,5.488,1.440,2.120,0.310,0.530,0.140,0.096,25,26,28,0,6.721,6.760,0,18.87,,
1992.08.01,92X0306,020264,1,0,1992.08.03,1137,3.970,0.073,0.310,0.020,47.550,0.960,3.705,1.110,2.130,0.270,0.530,0.130,0.005,11,8,6,2,6.711,6.910,10,18.22,,
1992.09.01,92X0407,020264,1,0,1992.09.01,0905,3.970,0.065,0.280,0.014,45.450,0.960,3.955,0.930,2.330,0.300,0.650,0.220,0.029,13,188,-11,188,6.679,6.570,15,17.88,,
1992.10.01,92X0513,020264,91,0,1992.10.05,1155,4.670,0.000,0.400,0.023,52.660,0.950,3.374,1.210,2.470,0.280,0.520,0.120,-0.024,12,13,22,0,6.650,7.020,20,18.71,,
1992.10.01,92X0514,020264,92,0,1992.10.05,1159,4.200,0.000,0.300,0.025,52.080,0.900,3.375,1.210,2.420,0.280,0.510,0.140,-0.021,13,16,19,0,6.589,6.820,20,17.45,,
1992.10.01,92X0515,020264,93,0,1992.10.05,1201,4.230,0.027,0.310,0.023,52.020,0.760,3.201,1.210,2.410,0.280,0.520,0.130,-0.024,12,11,18,0,6.675,7.010,20,18.62,,
1992.11.01,92X0596,020264,1,0,1992.11.02,0950,5.150,0.104,0.280,0.023,52.930,1.090,2.921,1.660,2.160,0.360,0.500,0.120,-0.006,22,13,14,0,6.633,6.960,15,19.03,,
1992.12.01,92X0691,020264,1,0,1992.12.01,1640,4.310,0.227,0.270,0.018,49.120,1.030,2.603,1.730,2.380,0.260,0.440,0.090,0.012,28,-5,7,0,6.506,6.800,15,18.75,,
1993.01.01,93X0001,020264,1,0,1993.01.04,0925,5.640,0.635,0.340,0.024,56.440,1.250,3.904,2.610,2.920,0.370,0.650,0.160,0.032,38,23,-48,23,6.296,6.910,10,23.06,,
1993.02.01,93X0150,020264,1,0,1993.02.04,0940,4.510,0.564,0.350,0.020,45.250,1.350,2.632,3.030,2.520,0.270,0.560,0.090,0.015,72,23,12,11,6.092,6.670,10,20.52,,
1993.03.01,93X0232,020264,1,0,1993.03.04,1015,4.810,0.464,0.290,0.018,47.010,1.540,2.622,2.410,2.620,0.270,0.540,0.090,0.027,44,23,49,0,6.186,6.670,10,20.52,,
1993.04.01,93X0295,020264,1,0,1993.04.07,0950,5.030,1.399,0.260,0.018,29.160,1.780,2.555,3.600,2.310,0.280,0.500,0.080,0.020,91,54,36,19,5.850,6.510,15,20.50,,
1993.05.01,93X0468,020264,1,0,1993.05.11,1440,3.920,0.386,0.250,0.018,37.560,0.540,2.076,2.420,1.510,0.230,0.440,0.090,0.006,43,16,10,6,6.476,6.730,10,17.26,,
1993.06.01,93X0524,020264,1,0,1993.06.02,0945,4.050,0.316,0.220,0.020,39.300,0.970,1.905,2.450,2.050,0.270,0.420,0.060,0.011,27,20,20,0,6.536,6.780,10,16.91,,
1993.07.01,93X0645,020264,1,0,1993.07.07,1150,4.210,0.115,0.250,0.019,34.380,0.620,2.444,2.190,1.730,0.270,0.410,0.080,0.064,18,14,1,13,6.580,6.510,10,17.29,,
1993.08.01,93X0788,020264,1,0,1993.08.04,1010,4.210,-0.011,0.280,0.017,40.340,0.540,2.329,1.920,2.050,0.280,0.510,0.110,0.012,24,11,28,0,6.626,6.700,10,17.81,,
1993.09.01,93X0866,020264,1,0,1993.09.02,1045,4.290,-0.025,0.250,0.018,41.250,0.590,2.562,1.390,2.030,0.290,0.450,0.080,0.005,15,25,1,24,6.686,6.750,10,17.69,,
1993.10.01,93X0968,020264,1,0,1993.10.06,0935,4.220,0.054,0.290,0.020,38.520,0.840,2.952,1.420,2.100,0.300,0.460,0.100,0.005,2,28,8,21,6.412,6.800,15,17.69,,
1993.11.01,93X1078,020264,91,0,1993.11.04,1135,4.220,0.059,0.260,0.016,17.650,0.770,3.396,1.300,2.070,0.280,0.440,0.080,0.009,22,4,12,0,6.502,6.730,5,17.59,,
1993.11.01,93X1079,020264,92,0,1993.11.04,1137,4.210,0.058,0.250,0.016,34.860,0.720,3.334,1.420,2.080,0.290,0.450,0.090,0.013,23,9,3,6,6.479,6.660,5,17.59,,
1993.11.01,93X1080,020264,93,0,1993.11.04,1140,4.210,0.062,0.250,0.016,33.470,0.660,3.391,1.100,2.050,0.280,0.430,0.080,0.011,21,13,11,2,6.501,6.710,5,18.16,,
1993.12.01,93X1149,020264,1,0,1993.12.01,1105,4.520,0.163,0.280,0.017,25.540,0.760,2.376,1.630,2.110,0.290,0.460,0.080,0.026,18,14,17,0,6.361,6.690,5,18.30,,
1994.01.01,94X0011,020264,1,0,1994.01.04,1015,4.760,0.316,0.280,0.020,47.830,1.250,2.579,2.760,2.460,0.310,0.520,0.090,0.034,29,38,38,0,6.323,6.820,5,20.08,,
1994.02.01,94X0112,020264,2,0,1994.02.02,0945,13.830,4.310,1.050,0.032,65.480,1.940,6.952,7.980,6.590,0.890,1.760,0.340,0.246,78,38,44,0,6.191,6.860,10,57.35,,
1994.03.01,94X0232,020264,1,0,1994.03.08,1050,5.130,0.619,0.310,0.018,30.560,1.360,2.735,2.360,2.660,0.340,0.580,0.090,0.043,40,51,45,6,6.243,6.630,10,21.87,,
1994.04.01,94X0317,020264,1,0,1994.04.04,1000,5.280,1.449,0.290,0.016,40.690,1.920,1.949,3.510,2.640,0.320,0.530,0.070,0.070,75,60,83,0,5.997,6.750,10,22.73,,
1994.05.01,94X0442,020264,1,0,1994.05.02,1200,4.130,0.430,0.230,0.018,37.140,1.160,2.316,2.280,2.050,0.270,0.420,0.050,0.036,55,56,68,0,6.217,6.850,10,17.15,,
1994.06.01,94X0569,020264,1,0,1994.06.01,1125,4.290,0.313,0.250,0.017,29.570,0.550,2.252,2.030,2.060,0.270,0.440,0.070,0.001,31,44,25,19,6.469,6.720,5,17.39,,
1994.07.01,94X0654,020264,1,0,1994.07.05,0935,4.240,0.098,0.220,0.021,36.390,0.400,2.080,2.570,2.170,0.290,0.450,0.090,0.020,15,22,29,0,6.505,6.720,10,17.64,,
1994.08.01,94X0805,020264,1,0,1994.08.01,1130,4.250,-0.007,0.220,0.020,39.210,0.540,2.371,1.700,2.050,0.270,0.440,0.080,-0.001,12,27,45,0,6.519,6.790,5,17.79,,
1994.09.01,94X0927,020264,1,0,1994.09.06,1140,4.140,-0.013,0.220,0.016,39.130,0.590,2.626,1.780,2.040,0.270,0.420,0.080,-0.013,9,32,31,1,6.674,6.850,10,17.95,,
1994.10.01,94X1025,020264,1,0,1994.10.03,1030,4.340,0.005,0.220,0.021,42.960,0.680,2.355,1.620,1.990,0.270,0.450,0.100,0.001,3,32,32,0,6.552,6.740,10,18.02,,
1994.11.01,94X1125,020264,1,0,1994.11.01,1130,4.120,0.066,0.270,0.018,42.750,0.910,2.736,1.590,1.960,0.280,0.440,0.180,0.013,18,43,39,4,6.491,6.760,10,17.75,,
1994.12.01,94X1220,020264,1,0,1994.12.01,1040,4.040,0.192,0.220,0.019,45.050,0.730,2.219,2.640,2.170,0.260,0.440,0.070,-0.020,40,22,22,0,6.490,6.720,10,18.95,,
1995.01.01,95X0001,020264,1,0,1995.01.03,1130,5.090,0.212,0.270,0.020,50.510,1.280,2.798,2.490,2.540,0.320,0.520,0.100,0.000,20,36,33,3,6.397,6.820,10,21.57,,
1995.02.01,95X0104,020264,91,0,1995.02.02,0938,4.790,0.470,0.290,0.021,48.360,1.080,2.468,2.600,2.280,0.280,0.490,0.070,0.014,46,26,21,5,6.304,6.830,10,20.63,,
1995.02.01,95X0105,020264,92,0,1995.02.02,0940,4.800,0.473,0.290,0.020,48.120,1.380,2.377,2.970,2.280,0.280,0.480,0.070,0.007,46,26,26,0,6.301,6.880,10,20.73,,
1995.02.01,95X0106,020264,93,0,1995.02.02,0942,4.790,0.473,0.290,0.020,46.640,1.310,2.480,2.680,2.270,0.280,0.480,0.070,0.007,32,32,26,6,6.312,6.810,10,20.83,,
1995.03.01,95X0202,020264,1,0,1995.03.02,1015,4.370,0.464,0.260,0.018,49.890,1.300,2.475,2.870,2.310,0.320,0.510,0.080,0.009,37,29,52,0,6.269,6.750,15,20.76,,
1995.04.01,95X0323,020264,1,0,1995.04.03,1315,3.900,0.420,0.250,0.012,37.840,1.310,2.250,2.410,2.160,0.270,0.450,0.060,0.024,29,26,14,12,6.254,6.680,5,18.79,,
1995.05.01,95X0428,020264,1,0,1995.05.03,1010,3.860,0.395,0.220,0.016,44.470,0.810,1.902,2.330,2.070,0.270,0.470,0.060,0.006,22,30,30,0,6.601,6.770,10,18.85,,
1995.06.01,95X0512,020264,1,0,1995.06.01,1010,3.960,0.316,0.230,0.016,49.300,0.780,2.080,2.770,2.160,0.270,0.430,0.070,0.006,14,17,17,0,6.577,6.820,10,18.77,,
1995.07.01,95X0612,020264,1,0,1995.07.05,1140,4.260,0.119,0.240,0.019,45.510,0.690,2.259,2.290,2.260,0.290,0.460,0.070,0.014,9,39,33,6,6.687,6.650,5,18.73,,
1995.08.01,95X0869,020264,1,0,1995.08.02,1000,4.190,0.008,0.240,0.021,43.830,0.900,2.458,1.580,2.140,0.300,0.460,0.080,0.013,10,58,35,23,6.633,6.700,5,18.40,,
1995.09.01,95X1067,020264,1,0,1995.09.11,1035,4.120,0.003,0.240,0.033,47.940,0.760,2.749,1.380,2.120,0.290,0.470,0.070,0.015,25,46,32,14,6.621,6.690,10,17.96,,
1995.10.01,95X1144,020264,1,0,1995.10.04,1010,4.050,0.077,0.240,0.018,47.510,0.910,2.379,1.450,1.900,0.290,0.460,0.090,0.025,13,40,40,0,6.556,6.860,10,17.97,,
1995.11.01,95X1260,020264,1,0,1995.11.02,1115,3.990,0.191,0.240,0.018,47.610,1.010,2.724,2.020,2.140,0.290,0.470,0.100,0.041,20,42,50,0,6.450,6.720,15,18.60,,
1995.12.01,95X1328,020264,1,0,1995.12.04,1145,4.760,0.485,0.310,0.022,47.570,,2.970,,2.390,0.310,0.570,0.160,0.071,,47,23,24,6.519,6.650,10,21.50,,
1996.01.01,96X0012,020264,1,0,1996.01.03,1020,4.785,0.412,0.292,0.024,59.090,1.416,3.091,2.482,2.601,0.328,0.676,0.106,0.110,26,12,12,0,6.376,6.850,15,21.36,,
1996.02.01,96X0092,020264,1,0,1996.02.08,0900,5.522,1.276,0.451,0.038,28.970,2.040,3.920,8.487,2.548,0.306,0.764,0.084,0.090,240,77,44,33,5.836,6.390,20,23.96,,
1996.03.01,96X0125,020264,1,0,1996.03.04,1030,4.180,1.210,0.362,0.037,41.910,2.114,2.473,3.166,2.466,0.291,0.594,0.087,0.054,48,39,27,13,5.981,6.710,10,20.26,,
